POLITICAL_UNIT,NAME,WGMS_ID,EVENT_ID,EVENT_DATE,ET_SURGE,ET_CALVING,ET_FLOOD,ET_AVALANCHE,ET_TECTONIC,ET_OTHER,EVENT_DESCRIPTION,INVESTIGATOR,SPONS_AGENCY,REFERENCE,REMARKS
TJ,GRUMM-GRZHI MAYLO / GRUM-GRJIMAJLO (NO. 237),9026,2352,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""paw-shaped (frontal lobe) remnants of an old surge, the internal motions of tributaries, limited surge in 1928-1933 gg. (LV Desino 1985). 1946: degradation of tongue, 1966-1980: stationary position"" OGB1998 WGI inventory listed as tongue activity 6: surge. 2a OGB1998 glaciers with fixed internal. Advances, the limited part of the glacier in including as a result of movements of glaciers, tributaries; internal shifts can be caused by significant and fast-moving front activation within the glacier;",,,"Event description, Surge Diagnostic features and index based on OGB1998, CG2008c. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,GUDZHOVAST (NO. 216),8758,2078,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""Traces of high levels, deferred - ice and moraines head. 1947-1966-1980-1990: retreat."" OGB1998 3 OGB1998 Glaciers are showing signs of long movements (ancient ""paws"", large spaces of dead ice), or individual features of modern instability.",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,GULCHAT (NO. 775A),8659,1978,19809999,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""shifting of the flow of ""a"" in the years 1976-1977. (GB Osipova DG Tsvetkov analysis of satellite images for 1972 1991). 1974-1976: stationary position of the end, degradation of the tongue. 1980: surge. 1990: stationary position of the end. Degradation of tongue"". Difficult-valley glacier consists of two converging flows in the end portion ""a"" and ""b"". Between 1976 and 1977. active tongue of flow ""and"" advanced by 400 m in 1977 - 1980. He retreated to 200 m, and by 1990 was reduced by 500 m (Fig. 37) OGB1998 1a OGB1998 glaciers, which are observed (from aerial and space photographs, personal observations or publications), one or more movements with the rapid displacement of the end and the characteristic changes to the surface and speed ice movement;",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,GULCHAT (NO. 775B),8660,1979,19809999,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""shifting of the flow of ""a"" in the years 1976-1977. (GB Osipova DG Tsvetkov analysis of satellite images for 1972 1991). 1974-1976: stationary position of the end, degradation of the tongue. 1980: surge. 1990: stationary position of the end. Degradation of tongue"". Difficult-valley glacier consists of two converging flows in the end portion ""a"" and ""b"". Between 1976 and 1977. active tongue of flow ""and"" advanced by 400 m in 1977 - 1980. He retreated to 200 m, and by 1990 was reduced by 500 m (Fig. 37) OGB1998 1a OGB1998 glaciers, which are observed (from aerial and space photographs, personal observations or publications), one or more movements with the rapid displacement of the end and the characteristic changes to the surface and speed ice movement;",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,HABARVIVHATS (NO. 128A),8987,2313,19809999,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""completion advance in 1966 (AS Foxtail (direct observation, analysis of aerial photographs and satellite images)) · Internal surge in 1980 (AS Foxtail (direct observation, analysis of aerial photographs and satellite images)). 1966; activation of glacier. 1973-1983: retreat. 1990: stationary, degradation of tongue"" OGB1998 2a OGB1998 glaciers with fixed internal. Advances, the limited part of the glacier in including as a result of movements of glaciers, tributaries; internal shifts can be caused by significant and fast-moving front activation within the glacier;",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,HABARVIVHATS (NO. 128B),8988,2314,19809999,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""completion advance in 1966 (AS Foxtail (direct observation, analysis of aerial photographs and satellite images)) · Internal surge in 1980 (AS Foxtail (direct observation, analysis of aerial photographs and satellite images)). 1966; activation of glacier. 1973-1983: retreat. 1990: stationary, degradation of tongue"" OGB1998 2a OGB1998 glaciers with fixed internal. Advances, the limited part of the glacier in including as a result of movements of glaciers, tributaries; internal shifts can be caused by significant and fast-moving front activation within the glacier;",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,HABARVIVHATS (NO. 128C),8989,2315,19809999,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""completion advance in 1966 (AS Foxtail (direct observation, analysis of aerial photographs and satellite images)) · Internal surge in 1980 (AS Foxtail (direct observation, analysis of aerial photographs and satellite images)). 1966; activation of glacier. 1973-1983: retreat. 1990: stationary, degradation of tongue"" OGB1998 2a OGB1998 glaciers with fixed internal. Advances, the limited part of the glacier in including as a result of movements of glaciers, tributaries; internal shifts can be caused by significant and fast-moving front activation within the glacier;",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,HADYRSHA (NO. 763),8717,2036,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""tracks progress for 1-2 years before 1972 (GB Osipova DG Tsvetkov analysis of satellite images for 1972 1991). 1973-1977: retreat. 1983: activation of the glacier. 1991: stationary position of the end."" OGB1998 2b OGB1998 glaciers with traces of the recent movements (fresh ""paw"", sledI on the slopes, fresh loops of moraines, etc.), with the ability to specify (presumably) years of movements;",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,HYSHVET (NO. 721),8790,2110,19819999,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""limited progress in the years 1979-1981. (Literature). 1974-1979: stationary position. 1981: surge. 1990: retreat."" OGB1998 2a OGB1998 glaciers with fixed internal. Advances, the limited part of the glacier in including as a result of movements of glaciers, tributaries; internal shifts can be caused by significant and fast-moving front activation within the glacier;",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,ILDOZH (NO. 103),8964,2288,19739999,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""traces of advance for 1-5 years before 1973 (Literature), paw-shaped (frontal lobe) remnants of an old surge. 1966: degradation. 1973: surge. 1983-1990: retreat"" OGB1998 2b OGB1998 glaciers with traces of the recent movements (fresh ""paw"", sledI on the slopes, fresh loops of moraines, etc.), with the ability to specify (presumably) years of movements;",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,KADDAHT (NO. 158),8788,2108,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""internal motions in 1968 (AS Foxtail (direct observation, analysis of aerial photographs and satellite images)} and traces of progress for 2-5 years before the 1973 (Literature)."" OGB1998 2a OGB1998 glaciers with fixed internal. Advances, the limited part of the glacier in including as a result of movements of glaciers, tributaries; internal shifts can be caused by significant and fast-moving front activation within the glacier;",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,KARAART (NO. 20),9304,2635,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""traces higher levels, pushed back of ice. 1978-1980-1990: stationary, degradation"" OGB1998 3 OGB1998 Glaciers are showing signs of long movements (ancient ""paws"", large spaces of dead ice), or individual features of modern instability.",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,KARADZHILGA (NO. 520),9220,2551,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""paw-shaped (frontal lobe) remnants of an old surge, moraine head. 1966-1978: stationary. degradation of tongue. 1990: stationary"" OGB1998 3 OGB1998 Glaciers are showing signs of long movements (ancient ""paws"", large spaces of dead ice), or individual features of modern instability.",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,KASHALAYA (NO. 98),8902,2224,19169999,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""Periodic internal motion. 1966-1980-1990: stationary position of the end. "" OGB1998 2a OGB1998 glaciers with fixed internal. Advances, the limited part of the glacier in including as a result of movements of glaciers, tributaries; internal shifts can be caused by significant and fast-moving front activation within the glacier;",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,KASHALAYAK (NO. 52),8926,2249,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""pushing off of trunk glacier Mabuza, tributary ice nokota 51. 1973-1981: degradation of tongue. 1991: stationary"" OGB1998 3 OGB1998 Glaciers are showing signs of long movements (ancient ""paws"", large spaces of dead ice), or individual features of modern instability.",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,KASKADNYY (NO. 125),8953,2277,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""the displacement of the front activation, degradation of tongue. 1966-1973-1980-1990: degradation of the tongue"" OGB1998 2d OGB1998: Glaciers with signs of activation of the upper part, displacement of the front and others at enhancing degradation at their ends.",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,KHOLODNAYA STENA-1 (NO. 176),9080,2409,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""traces the internal motions flow, traces of high levels of. 1966-1980-1990: retreat"" OGB1998 3 OGB1998 Glaciers are showing signs of long movements (ancient ""paws"", large spaces of dead ice), or individual features of modern instability.",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,KHUDUSK (NO. 67),8646,1965,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""Delayed ""paw"", thermokarst different activity streams. 1947-1958-1980-1990: stationary, degradation"" OGB1998 3 OGB1998 Glaciers are showing signs of long movements (ancient ""paws"", large spaces of dead ice), or individual features of modern instability.",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,KHURPORT (NO. 97),8662,1981,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""deferred buried ice and ""paw"" cool tongue. 1958-1980: stationary, degradation. 1990: stationary"" OGB1998 3 OGB1998 Glaciers are showing signs of long movements (ancient ""paws"", large spaces of dead ice), or individual features of modern instability.",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,KISHTI DZHAROB (NO. 266),9069,2398,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""deferred buried ice with thermokarst, moraine saturation tongue. 1947-1958-1980-1990: stationary, degradation"" OGB1998 3 OGB1998 Glaciers are showing signs of long movements (ancient ""paws"", large spaces of dead ice), or individual features of modern instability.",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,KLIN (NO. 124),8952,2276,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""the displacement of the front enhance the traces of high levels, paw-shaped (frontal lobe) remnants of an old surge. 1966-1970-1980-1990: Literature"" OGB1998 2d OGB1998: Glaciers with signs of activation of the upper part, displacement of the front and others at enhancing degradation at their ends.",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,KOMSOMOLETS (NO. 100),8899,2221,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""traces of previous movements, the remains of dead ice. 1966-1980-1983-1990: retreat."" OGB1998 3 OGB1998 Glaciers are showing signs of long movements (ancient ""paws"", large spaces of dead ice), or individual features of modern instability.",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,KOSHKUL (NO. 821),8590,1910,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""traces of high levels, the degradation of tongue, deferred dead ice, activation in the 1983-1984 years. (Literature). 1974-1976-1980-1990: stationary position of the end. Degradation of tongue."" OGB1998 2d OGB1998: Glaciers with signs of activation of the upper part, displacement of the front and others at enhancing degradation at their ends.",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,KOSNNENKO (NO. 9),8983,2309,19599999,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""Shifting of mass between 1946-1959 (AS Foxtail direct observation, analysis of aerial photographs and satellite images. 1946-1959: surge. 1966: stationary position of the end. 1980-1990: retreat, degradation of the tongue. Difficult-valley glacier, the tongue of which is made of multiple medial moraines marked by streams of ice, traced almost from the upper reaches to the end of the glacier 9. In the middle of the tongue in his fall two major tributary glaciers on 1 and 11 tongues are in the form of ""paws"" (paw-shaped (frontal lobe) remnants of an old surge) regularly haul out in its valley, pushing the ice and underlying podpruzhivaya vtspe of the main stem. When shifting of the last cuts and carries downstream ""legs"" of these tributaries. Glacier Kosinemko otchlenilsya Mabuza from the glacier between 1928 and 1932., Stepping back to 1946 to 5400 m [Chertanov, 1983]. In 50 years, the glacier was advancing, and [Suslov, 1961] advanced to 1959 by 1.6 km, bmi all active constituent flows. According to [Kuznetsov, Kvachev, 1982], for 1957 - 1977 rr. This glacier has moved to 200 m in 1980, the lower part of the glacier to the mouth of the glacier Kosinemko 1 About degraded, the degradation continued until 1991: 1980 - 1991 rr. the end of the glacier retreated by 1.3 km (COP)."" OGB1998 1a OGB1998 glaciers, which are observed (from aerial and space photographs, personal observations or publications), one or more movements with the rapid displacement of the end and the characteristic changes to the surface and speed ice movement;",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",surge onset: 1946
TJ,KRAEINA (NO. 244),9130,2461,19729999,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""Large movements in the years 1971-1972 (AS Foxtail (direct observation, analysis of aerial photographs and satellite images), KP Rototaev direct observation), traces of progress before 1966 (AS Foxtail (direct observation, analysis of aerial photographs and satellite images). 1966-1971: degradation of tongue, stationary position of the end. 1972: surge. 1981-1991: degradation of tongue. A system of two dynamically active glaciers, merging into the lower reaches. The main system-glacier Kraeina (244). Along the left side of the glacier are several glaciers and firn fields, which give significant weight gain in the form of avalanches of ice and firn on the tongue. Probably, glaciers 244 and 246 are mutually provoke each other's progress. Relatively recently as a result of major advances of the glacier Krasin, apparently, together with the glacier 246, a huge mass of ice was thrown on the glacier Kuzgun. The head of this mass is currently 4.5 km below the end of the glacier Krasin. In 1945, 246 vlivaleya glacier in Glacier 244, deforming its trunk. In 1966, the glacier 246 belonged to the tongue of the glacier Krasin. In 1971 - 1972 years. began large movements of glaciers, which lasted until 1975 - 1976 rr. (COP). In 1980, their common tongue rests on the glacier Kuzgun, pushing his trunk and deforming the lateral moraine. In 1990, the tongues of both glaciers zamoreieny and degraded."" OGB1998 1a OGB1998 glaciers, which are observed (from aerial and space photographs, personal observations or publications), one or more movements with the rapid displacement of the end and the characteristic changes to the surface and speed ice movement;",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",surge onset: 1971
TJ,KURUMDY (NO. 91),9273,2604,19869999,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""limited progress in 1986 (KP Rototaev direct observation). 1966-1978-1980: stationary, degradation. 1986: surge. 1990: stationary, degradation"" OGB1998 2a OGB1998 glaciers with fixed internal. Advances, the limited part of the glacier in including as a result of movements of glaciers, tributaries; internal shifts can be caused by significant and fast-moving front activation within the glacier;",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,KUZGUN (NO. 233A),9125,2455,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""signs of internal motions in 1980 (KP Rototaev direct observation). Looped moraines, changing width of the glacier. 1966-1974: degradation of the tongue. 1981: activation of the glacier. 1990: degradation of the tongue."" OGB1998 2a OGB1998: glacier with internal progress, the limited part of the ice sheet is including as a result of movement of glaciers, tributaries, internal shifts can be caused by significant and fast moving front intensifies? Within the glacier.",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,KUZGUN (NO. 233B),9126,2456,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""signs of internal motions in 1980 (KP Rototaev direct observation). Looped moraines, changing width of the glacier. 1966-1974: degradation of the tongue. 1981: activation of the glacier. 1990: degradation of the tongue."" OGB1998 2a OGB1998 glaciers with fixed internal. Advances, the limited part of the glacier in including as a result of movements of glaciers, tributaries; internal shifts can be caused by significant and fast-moving front activation within the glacier;",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,KUZGUN (NO. 233C),9127,2457,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""signs of internal motions in 1980 (KP Rototaev direct observation). Looped moraines, changing width of the glacier. 1966-1974: degradation of the tongue. 1981: activation of the glacier. 1990: degradation of the tongue."" OGB1998 2a OGB1998 glaciers with fixed internal. Advances, the limited part of the glacier in including as a result of movements of glaciers, tributaries; internal shifts can be caused by significant and fast-moving front activation within the glacier;",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,KYZYL KUL (NO. 503),8536,1854,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""Information on progress in the past (LV Desino 1985), internal motions in 1974 . 1974: activation of the glacier, stationary position of the end 1980-1990: stationary position of the end, degradation of the tongue"" OGB1998 2a OGB1998 glaciers with fixed internal. Advances, the limited part of the glacier in including as a result of movements of glaciers, tributaries; internal shifts can be caused by significant and fast-moving front activation within the glacier;",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,KYZYLDZHILGA,2207,1826,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""moraine set, irregular activity streams. 1966-1978-1990: stationary position"" OGB1998 3 OGB1998 Glaciers are showing signs of long movements (ancient ""paws"", large spaces of dead ice), or individual features of modern instability.",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,KYZYLSU (NO. 144A),8786,2106,19909999,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""internal motions flows (AS Foxtail (direct observation, analysis of aerial photographs and satellite images);Literature ), traces of past progress. 1945: degradation of the tongue. 1966: activation of the glacier. 1972: activation of the glacier. 1980-1990: surge."" OGB1998 2a OGB1998 glaciers with fixed internal. Advances, the limited part of the glacier in including as a result of movements of glaciers, tributaries; internal shifts can be caused by significant and fast-moving front activation within the glacier;",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",surge onset: 1980
TJ,KYZYLSU (NO. 144B),8787,2107,19909999,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""internal motions flows (AS Foxtail (direct observation, analysis of aerial photographs and satellite images);Literature ), traces of past progress. 1945: degradation of the tongue. 1966: activation of the glacier. 1972: activation of the glacier. 1980-1990: surge."" OGB1998 2a OGB1998 glaciers with fixed internal. Advances, the limited part of the glacier in including as a result of movements of glaciers, tributaries; internal shifts can be caused by significant and fast-moving front activation within the glacier;",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",surge onset: 1980
TJ,KYZYLSU BJUROKURMAS EAST (NO. 825),8584,1902,19679999,True,False,False,False,False,False,Event description from Sevestre & Benn (2015): Inventory by DLD1975 listed in DJA1991 source DLD1975,,,"Event description, Surge Diagnostic features and index based on DLD1975,DJA199. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",surge onset: 1966
TJ,KYZYLSU BJUROKURMAS EAST (NO. 825),8584,1903,19809999,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""degradation of tongue revitalization in the upper reaches of 1976-1984 years. (Literature), deferred dead ice. 1974-1976: stationary position of the end. Degradation of tongue. 1984: activation of the glacier. 1990: stationary position of the end. Degradation of the tongue. "" OGB1998 2d OGB1998: Glaciers with signs of activation of the upper part, displacement of the front and others at enhancing degradation at their ends.",,,"Event description, Surge Diagnostic features and index based on DLD1975,DJA199. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",surge onset: 1974
TJ,LEDNIK KALININA,8941,2265,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""At present there are clear signs of renewed activity of the glacier. This is seen from the flow of the broad stream of ""firn ice"" at the left hand edge of the valley through the ice fall. Eventually, abundance of atmospheric precipitation has there created the right conditions for formation of a second layer of the glacier, moving faster than the lower layer. The stream of ice is moving over the tongue of the glacier, which is covered with moraine, and has reached a distance of 300m."" SVF1960 ""Traces of past movements within the main trunk of the glacier.1972-1980-1990: surge"" OGB1998 3 OGB1998 Glaciers are showing signs of long movements (ancient ""paws"", large spaces of dead ice), or individual features of modern instability.",,,"Event description, Surge Diagnostic features and index based on SVF1960. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,LIPSKOGO (NO. 228),8817,2137,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""internal motions tributaries loop moraines, change the width, interaction of flows. 1969-1980-1990: retreat. Degradation of tongue"" OGB1998 2a OGB1998 glaciers with fixed internal. Advances, the limited part of the glacier in including as a result of movements of glaciers, tributaries; internal shifts can be caused by significant and fast-moving front activation within the glacier;",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,LIPSKOGO (NO. 229),8818,2138,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""internal motions tributaries loop moraines, change the width, interaction of flows. 1969-1980-1990: retreat. Degradation of tongue"" OGB1998 2a OGB1998 glaciers with fixed internal. Advances, the limited part of the glacier in including as a result of movements of glaciers, tributaries; internal shifts can be caused by significant and fast-moving front activation within the glacier;",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,LIPSKOGO (NO. 230),8819,2139,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""internal motions tributaries loop moraines, change the width, interaction of flows. 1969-1980-1990: retreat. Degradation of tongue"" OGB1998 2a OGB1998 glaciers with fixed internal. Advances, the limited part of the glacier in including as a result of movements of glaciers, tributaries; internal shifts can be caused by significant and fast-moving front activation within the glacier;",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,MABUZA (NO. 1),8971,2296,19139999,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""advance and retreat by 0.2-0.5km, loop dimensional, ""vapor"" end tongue. 1868-1878: retreat. 1913: surge. 1928-1958: retreat. 1966-1980-1990: retreat."" OGB1998 3 OGB1998 Glaciers are showing signs of long movements (ancient ""paws"", large spaces of dead ice), or individual features of modern instability.",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,MALY SAUKDARA,3891,335,19759999,True,False,False,False,False,False,"The Maly Saukdara glacier surged for an estimated 4years, advancing up to 2.8km.",,,Kotlakov (2008),1972-1975
TJ,MALYY KYZYLSU (NO. 150A),8800,2120,19809999,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""traces of stranded deposits, change in the width of the glacier. ""gangrenous"" tongue GB Osipova DG Tsvetkov analysis of satellite images for 1972 1991. 1968: activation of the glacier. 1972-1980: surge."" OGB1998 3 OGB1998 Glaciers are showing signs of long movements (ancient ""paws"", large spaces of dead ice), or individual features of modern instability.",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",surge onset: 1072
TJ,MALYY KYZYLSU (NO. 150B),8801,2121,19809999,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""traces of stranded deposits, change in the width of the glacier. ""gangrenous"" tongue GB Osipova DG Tsvetkov analysis of satellite images for 1972 1991. 1968: activation of the glacier. 1972-1980: surge."" OGB1998 3 OGB1998 Glaciers are showing signs of long movements (ancient ""paws"", large spaces of dead ice), or individual features of modern instability.",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",surge onset: 1972
TJ,MALYY MUZKULAK (NO. 249),9030,2356,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""traces of higher levels, and the retreat of the sharp degradation of tongue. 1966-1972-1980-1990: retreat"" OGB1998 3 OGB1998 Glaciers are showing signs of long movements (ancient ""paws"", large spaces of dead ice), or individual features of modern instability.",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,MALYY TANYMAS (NO. 92),8896,2218,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""looped medial moraines, irregular activity of the streams, severe degradation of tongue. 1945-1973-1983-1991: retreat."" OGB1998 3 OGB1998 Glaciers are showing signs of long movements (ancient ""paws"", large spaces of dead ice), or individual features of modern instability.",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
TJ,MAZAR (NO. 392),8586,1905,,True,False,False,False,False,False,"Event description from Sevestre & Benn (2015): ""internal motions in 1976 (AS Foxtail (direct observation, analysis of aerial photographs and satellite images)), signs of past progress. 1972-1980-1990: retreat."" OGB1998 2a OGB1998 glaciers with fixed internal. Advances, the limited part of the glacier in including as a result of movements of glaciers, tributaries; internal shifts can be caused by significant and fast-moving front activation within the glacier;",,,"Event description, Surge Diagnostic features and index based on OGB1998. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",
