POLITICAL_UNIT,NAME,WGMS_ID,REC_SERIES_ID,YEAR,YEAR_UNC,REFERENCE_YEAR,REF_YEAR_UNC,FRONT_VARIATION,QUALITATIVE_VARIATION,FRONT_VAR_POS_UNC,FRONT_VAR_NEG_UNC,LOWEST_ELEVATION,HIGHEST_ELEVATION,ELEVATION_UNC,MORAINE_DEFINED_MAX,METHOD_CODE,METHOD_REMARKS,REMARKS
CL,CIPRESES,2008,26,1997,,1987,,-58.0,,,,,,,,OTH,direct measurement,
CL,CIPRESES,2008,26,2000,,1997,,-66.0,,,,,,,,OTH,direct measurement,
CL,CIPRESES,2008,26,2004,,2000,,-52.0,,,,,,,,OTH,direct measurement,
CL,CIPRESES,2008,26,2007,,2004,,0.0,,,,,,,,OTH,direct measurement,
ES,MALADETA,942,43,2022,0.0,1994,0.0,-454.0,-X,5.0,5.0,2790.0,3190.0,1.0,MMP,MAP,,
FR,ARGENTIERE,354,27,1612,,1600,,400.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1625,,1612,,-250.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1654,,1625,,300.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1658,,1654,,-240.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1665,,1658,,160.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1700,,1665,,-570.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1713,,1700,,550.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1752,,1713,,-500.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1782,,1752,,650.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1808,,1782,,-400.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1819,,1808,,500.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1831,,1819,,-200.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1838,,1831,,60.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1847,,1838,,-210.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1857,,1847,,-40.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1882,,1857,,-610.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1893,,1882,,260.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1900,,1893,,-30.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1911,,1900,,-280.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1917,,1911,,10.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1921,,1917,,150.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1926,,1921,,25.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1936,,1926,,-195.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1946,,1936,,-20.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1958,,1946,,-290.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1961,,1958,,-150.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1970,,1961,,-40.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1974,,1970,,100.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1980,,1974,,40.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1985,,1980,,100.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1986,,1985,,3.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1987,,1986,,25.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1988,,1987,,15.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1989,,1988,,9.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1990,,1989,,4.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1991,,1990,,-11.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1992,,1991,,-13.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1993,,1992,,-25.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1994,,1993,,-10.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1995,,1994,,-22.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1996,,1995,,-41.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1997,,1996,,-40.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1998,,1997,,-52.0,,,,,,,,,,
FR,ARGENTIERE,354,27,1999,,1998,,-39.0,,,,,,,,,,
FR,ARGENTIERE,354,27,2000,,1999,,-15.0,,,,,,,,,,
FR,ARGENTIERE,354,27,2001,,2000,,-21.0,,,,,,,,,,
FR,ARGENTIERE,354,27,2002,,2001,,-43.0,,,,,,,,,,
FR,ARGENTIERE,354,27,2003,,2002,,-33.0,,,,,,,,,,
FR,ARGENTIERE,354,27,2004,,2003,,-42.0,,,,,,,,,,
FR,ARGENTIERE,354,27,2005,,2004,,-60.0,,,,,,,,,,
FR,BOSSONS,355,2,1605,1.0,1580,0.0,200.0,,200.0,200.0,,,,,WRS,,
FR,BOSSONS,355,2,1610,0.0,1605,1.0,200.0,,100.0,200.0,,,,,WRS,,
FR,BOSSONS,355,2,1616,0.0,1610,0.0,-200.0,,200.0,200.0,,,,,WRS,,
FR,BOSSONS,355,2,1643,3.0,1616,0.0,272.0,,50.0,50.0,,,,,WRS,,
FR,BOSSONS,355,2,1644,0.0,1643,3.0,0.0,,50.0,50.0,,,,MME,WRS,,
FR,BOSSONS,355,2,1664,0.0,1644,0.0,-322.0,,200.0,200.0,,,,,WRS,,
FR,BOSSONS,355,2,1669,0.0,1664,0.0,100.0,,200.0,200.0,,,,,WRS,,
FR,BOSSONS,355,2,1679,0.0,1669,0.0,0.0,,200.0,200.0,,,,,WRS,,
FR,BOSSONS,355,2,1685,0.0,1679,0.0,100.0,,150.0,150.0,,,,,WRS,,
FR,BOSSONS,355,2,1700,1.0,1685,0.0,-350.0,,200.0,200.0,,,,,WRS,,
FR,BOSSONS,355,2,1712,0.0,1700,1.0,300.0,,200.0,200.0,,,,,WRS,,
FR,BOSSONS,355,2,1730,0.0,1712,0.0,-300.0,,25.0,25.0,,,,,MAP,,
FR,BOSSONS,355,2,1742,0.0,1730,0.0,-100.0,,150.0,100.0,,,,,COM,PRT & MAP,
FR,BOSSONS,355,2,1760,3.0,1742,0.0,100.0,,200.0,200.0,,,,,WRS,,
FR,BOSSONS,355,2,1770,0.0,1760,3.0,250.0,,50.0,50.0,,,,,DRA,,
FR,BOSSONS,355,2,1777,0.0,1770,0.0,200.0,,25.0,25.0,,,,MME,PRT,,
FR,BOSSONS,355,2,1780,0.0,1777,0.0,-25.0,,55.0,50.0,,,,,COM,PRT & WRS,
FR,BOSSONS,355,2,1785,0.0,1780,0.0,-275.0,,100.0,100.0,,,,,DRA,,
FR,BOSSONS,355,2,1786,1.0,1785,0.0,-100.0,,100.0,100.0,,,,,MAP,,
FR,BOSSONS,355,2,1787,1.0,1786,1.0,0.0,,50.0,100.0,,,,,COM,PRT & MAP,
FR,BOSSONS,355,2,1790,1.0,1787,1.0,50.0,,100.0,100.0,,,,,COM,DRA & PRT & MAP,
FR,BOSSONS,355,2,1797,2.0,1790,1.0,30.0,,50.0,50.0,,,,,MAP,,
FR,BOSSONS,355,2,1798,0.0,1797,2.0,20.0,,50.0,50.0,,,,,COM,DRA & PRT,
FR,BOSSONS,355,2,1799,0.0,1798,0.0,20.0,,25.0,25.0,,,,,PAI,,
FR,BOSSONS,355,2,1802,0.0,1799,0.0,10.0,,50.0,50.0,,,,,COM,PAI & DRA,
FR,BOSSONS,355,2,1806,1.0,1802,0.0,-180.0,,100.0,100.0,,,,,MAP,,
FR,BOSSONS,355,2,1811,0.0,1806,1.0,100.0,,100.0,150.0,,,,,WRS,,
FR,BOSSONS,355,2,1812,0.0,1811,0.0,50.0,,75.0,75.0,,,,,COM,DRA & MAP & WRS,
FR,BOSSONS,355,2,1813,0.0,1812,0.0,100.0,,50.0,50.0,,,,,DRA,,
FR,BOSSONS,355,2,1815,1.0,1813,0.0,160.0,,50.0,50.0,,,,,COM,DRA & PRT,
FR,BOSSONS,355,2,1816,0.0,1815,1.0,100.0,,40.0,40.0,,,,,COM,DRA & WRS,
FR,BOSSONS,355,2,1817,0.0,1816,0.0,40.0,,20.0,20.0,,,,,COM,DRA & WRS,
FR,BOSSONS,355,2,1818,0.0,1817,0.0,27.0,,10.0,10.0,,,,MMP,WRS,,
FR,BOSSONS,355,2,1823,0.0,1818,0.0,-202.0,,20.0,20.0,,,,,COM,DRA & PRT & MAP,
FR,BOSSONS,355,2,1825,1.0,1823,0.0,0.0,,25.0,25.0,,,,,COM,DRA & PRT,
FR,BOSSONS,355,2,1829,0.0,1825,1.0,-125.0,,75.0,75.0,,,,,COM,DRA & MAP,
FR,BOSSONS,355,2,1835,0.0,1829,0.0,130.0,,150.0,100.0,,,,,WRS,,
FR,BOSSONS,355,2,1840,1.0,1835,0.0,-80.0,,50.0,50.0,,,,,COM,PRT & MAP,
FR,BOSSONS,355,2,1842,0.0,1840,1.0,25.0,,50.0,50.0,,,,,DRA,,
FR,BOSSONS,355,2,1845,0.0,1842,0.0,75.0,,50.0,50.0,,,,,WRS,,
FR,BOSSONS,355,2,1850,0.0,1845,0.0,-23.0,,0.0,0.0,,,,,COM,PAI & DRA & PRT & MAP & WRS,
FR,BOSSONS,355,2,1854,0.0,1850,0.0,50.0,,0.0,0.0,,,,MMP,COM,PHO & WRS,
FR,BOSSONS,355,2,1856,0.0,1854,0.0,-2.0,,10.0,20.0,,,,,COM,MAP & WRS,
FR,BOSSONS,355,2,1857,0.0,1856,0.0,-25.0,,25.0,25.0,,,,,PHO,,
FR,BOSSONS,355,2,1859,0.0,1857,0.0,-75.0,,25.0,25.0,,,,,COM,DRA & PRT & PHO,
FR,BOSSONS,355,2,1861,1.0,1859,0.0,-50.0,,25.0,25.0,,,,,MAP,,
FR,BOSSONS,355,2,1862,0.0,1861,1.0,25.0,,20.0,20.0,,,,,PHO,,
FR,BOSSONS,355,2,1863,0.0,1862,0.0,18.0,,0.0,0.0,,,,,COM,PHO & MAP,
FR,BOSSONS,355,2,1865,0.0,1863,0.0,-221.0,,0.0,0.0,,,,,WRS,,
FR,BOSSONS,355,2,1866,0.0,1865,0.0,-13.0,,0.0,0.0,,,,,COM,PHO & WRS,
FR,BOSSONS,355,2,1867,0.0,1866,0.0,-11.0,,0.0,0.0,,,,,WRS,,
FR,BOSSONS,355,2,1868,0.0,1867,0.0,-62.0,,0.0,0.0,,,,,COM,DRA & WRS,
FR,BOSSONS,355,2,1869,0.0,1868,0.0,-17.0,,0.0,0.0,,,,,COM,DRA & WRS,
FR,BOSSONS,355,2,1870,0.0,1869,0.0,-11.0,,0.0,0.0,,,,,WRS,,
FR,BOSSONS,355,2,1871,0.0,1870,0.0,-14.0,,0.0,0.0,,,,,WRS,,
FR,BOSSONS,355,2,1873,0.0,1871,0.0,-59.0,,20.0,20.0,,,,,PRT,,
FR,BOSSONS,355,2,1874,0.0,1873,0.0,-15.0,,0.0,0.0,,,,,COM,DRA & MAP & WRS,
FR,BOSSONS,355,2,1875,0.0,1874,0.0,0.0,,0.0,0.0,,,,,WRS,,
FR,BOSSONS,355,2,1878,0.0,1875,0.0,45.0,,0.0,0.0,,,,,WRS,,
FR,BOSSONS,355,2,1879,0.0,1878,0.0,12.0,,0.0,0.0,,,,,WRS,,
FR,BOSSONS,355,2,1880,0.0,1879,0.0,18.0,,0.0,0.0,,,,,WRS,,
FR,BOSSONS,355,2,1881,0.0,1880,0.0,40.0,,0.0,0.0,,,,,WRS,,
FR,BOSSONS,355,2,1882,0.0,1881,0.0,39.0,,0.0,0.0,,,,,WRS,,
FR,BOSSONS,355,2,1883,0.0,1882,0.0,39.0,,0.0,0.0,,,,,WRS,,
FR,BOSSONS,355,2,1884,0.0,1883,0.0,49.0,,0.0,0.0,,,,,COM,PHO & WRS,
FR,BOSSONS,355,2,1885,0.0,1884,0.0,59.0,,0.0,0.0,,,,,COM,PHO & WRS,
FR,BOSSONS,355,2,1886,0.0,1885,0.0,44.0,,0.0,0.0,,,,,COM,PHO & WRS,
FR,BOSSONS,355,2,1887,0.0,1886,0.0,-6.0,,0.0,0.0,,,,,COM,PHO & WRS,
FR,BOSSONS,355,2,1888,0.0,1887,0.0,-3.0,,0.0,0.0,,,,,COM,PHO & WRS,
FR,BOSSONS,355,2,1889,0.0,1888,0.0,10.0,,0.0,0.0,,,,,COM,PHO & WRS,
FR,BOSSONS,355,2,1890,0.0,1889,0.0,20.0,,0.0,0.0,,,,,COM,PHO & WRS,
FR,BOSSONS,355,2,1891,0.0,1890,0.0,-1.0,,0.0,0.0,,,,,COM,PHO & WRS,
FR,BOSSONS,355,2,1892,0.0,1891,0.0,46.0,,0.0,0.0,,,,MPE,COM,PHO & WRS,
FR,BOSSONS,355,2,1893,0.0,1892,0.0,-27.0,,0.0,0.0,,,,,COM,PHO & WRS,
FR,BOSSONS,355,2,1894,0.0,1893,0.0,-46.0,,0.0,0.0,,,,,COM,PHO & WRS,
FR,BOSSONS,355,2,1895,0.0,1894,0.0,-102.0,,0.0,0.0,,,,,COM,PHO & WRS,
FR,BOSSONS,355,2,1896,0.0,1895,0.0,-31.0,,10.0,10.0,,,,,COM,PHO & MAP & WRS,
FR,BOSSONS,355,2,1897,0.0,1896,0.0,-20.0,,10.0,10.0,,,,,PHO,,
FR,BOSSONS,355,2,1898,0.0,1897,0.0,-10.0,,10.0,10.0,,,,,PHO,,
FR,BOSSONS,355,2,1900,0.0,1898,0.0,-20.0,,10.0,10.0,,,,,PHO,,
FR,BOSSONS,355,2,1903,0.0,1900,0.0,-50.0,,10.0,10.0,,,,,PHO,,
FR,BOSSONS,355,2,1904,0.0,1903,0.0,-13.0,,0.0,0.0,,,,,WRS,,
FR,BOSSONS,355,2,1905,0.0,1904,0.0,-7.0,,0.0,0.0,,,,,WRS,,
FR,BOSSONS,355,2,1906,0.0,1905,0.0,5.0,,0.0,0.0,,,,,COM,PHO & MAP & WRS,
FR,BOSSONS,355,2,1907,0.0,1906,0.0,-15.0,,0.0,0.0,,,,,WRS,,
FR,BOSSONS,355,2,1908,0.0,1907,0.0,-24.0,,0.0,0.0,,,,,WRS,,
FR,BOSSONS,355,2,1909,0.0,1908,0.0,6.0,,0.0,0.0,,,,,WRS,,
FR,BOSSONS,355,2,1910,0.0,1909,0.0,-10.0,,0.0,0.0,,,,,WRS,,
FR,BOSSONS,355,2,1911,0.0,1910,0.0,48.0,,0.0,0.0,,,,,WRS,,
FR,BOSSONS,355,2,1912,0.0,1911,0.0,0.0,,0.0,0.0,,,,,WRS,,
FR,BOSSONS,355,2,1913,0.0,1912,0.0,-6.0,,0.0,0.0,,,,,WRS,,
FR,BOSSONS,355,2,1914,0.0,1913,0.0,21.0,,0.0,0.0,,,,,COM,PHO & WRS,
FR,BOSSONS,355,2,1915,0.0,1914,0.0,23.0,,0.0,0.0,,,,,COM,PHO & WRS,
FR,BOSSONS,355,2,1916,0.0,1915,0.0,50.0,,0.0,0.0,,,,,COM,PHO & WRS,
FR,BOSSONS,355,2,1917,0.0,1916,0.0,51.0,,0.0,0.0,,,,,COM,PHO & WRS,
FR,BOSSONS,355,2,1918,0.0,1917,0.0,32.0,,0.0,0.0,,,,,COM,PHO & WRS,
FR,BOSSONS,355,2,1919,0.0,1918,0.0,24.0,,0.0,0.0,,,,,COM,PHO & WRS,
FR,BOSSONS,355,2,1920,0.0,1919,0.0,22.0,,0.0,0.0,,,,,WRS,,
FR,BOSSONS,355,2,1921,0.0,1920,0.0,10.0,,0.0,0.0,,,,MPE,COM,PHO & WRS,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1922,0.0,1921,0.0,-18.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1923,0.0,1922,0.0,-14.0,,0.0,0.0,,,,,COM,PHO & WRS,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1924,0.0,1923,0.0,-64.0,,0.0,0.0,,,,,COM,PHO & WRS,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1925,0.0,1924,0.0,-56.0,,0.0,0.0,,,,,COM,PHO & WRS,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1926,0.0,1925,0.0,-7.0,,0.0,0.0,,,,,COM,PHO & WRS,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1927,0.0,1926,0.0,-28.0,,0.0,0.0,,,,,COM,PHO & WRS,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1928,0.0,1927,0.0,-16.0,,0.0,0.0,,,,,COM,PHO & WRS,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1929,0.0,1928,0.0,-20.0,,0.0,0.0,,,,,COM,PHO & WRS,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1930,0.0,1929,0.0,-31.0,,0.0,0.0,,,,,COM,PHO & WRS,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1931,0.0,1930,0.0,-26.0,,0.0,0.0,,,,,COM,PHO & WRS,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1932,0.0,1931,0.0,-9.0,,0.0,0.0,,,,,COM,PHO & WRS,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1933,0.0,1932,0.0,-45.0,,0.0,0.0,,,,,COM,PHO & WRS,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1934,0.0,1933,0.0,63.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1935,0.0,1934,0.0,-1.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1936,0.0,1935,0.0,35.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1937,0.0,1936,0.0,-42.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1938,0.0,1937,0.0,-35.0,,0.0,0.0,,,,,COM,PHO & WRS,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1941,0.0,1938,0.0,77.0,,0.0,0.0,,,,MPE,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1945,0.0,1941,0.0,-29.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1946,0.0,1945,0.0,-100.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1947,0.0,1946,0.0,-53.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1948,0.0,1947,0.0,-67.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1949,0.0,1948,0.0,-80.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1950,0.0,1949,0.0,-159.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1952,0.0,1950,0.0,-117.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1953,0.0,1952,0.0,-103.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1956,0.0,1953,0.0,231.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1959,0.0,1956,0.0,95.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1962,0.0,1959,0.0,-60.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1964,0.0,1962,0.0,30.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1966,0.0,1964,0.0,40.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1967,0.0,1966,0.0,10.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1969,0.0,1967,0.0,15.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1970,0.0,1969,0.0,20.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1973,0.0,1970,0.0,46.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1975,0.0,1973,0.0,52.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1976,0.0,1975,0.0,-15.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1977,0.0,1976,0.0,-20.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1978,0.0,1977,0.0,-30.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1979,0.0,1978,0.0,25.0,,0.0,0.0,,,,,COM,MAP & WRS,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1980,0.0,1979,0.0,15.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1981,0.0,1980,0.0,30.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1982,0.0,1981,0.0,20.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1983,0.0,1982,0.0,0.0,,0.0,0.0,,,,MPE,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1984,0.0,1983,0.0,-10.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1985,0.0,1984,0.0,-4.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1986,0.0,1985,0.0,-10.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1987,0.0,1986,0.0,-46.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1988,0.0,1987,0.0,-39.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1989,0.0,1988,0.0,-35.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1990,0.0,1989,0.0,-77.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1991,0.0,1990,0.0,-110.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1992,0.0,1991,0.0,-66.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1993,0.0,1992,0.0,-81.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1994,0.0,1993,0.0,-74.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1995,0.0,1994,0.0,-18.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1996,0.0,1995,0.0,-22.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1997,0.0,1996,0.0,30.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1998,0.0,1997,0.0,22.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,1999,0.0,1998,0.0,9.0,,0.0,0.0,,,,,COM,MAP & WRS,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,2000,0.0,1999,0.0,-18.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,2001,0.0,2000,0.0,-13.0,,0.0,0.0,,,,,COM,MAP & WRS,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,2002,0.0,2001,0.0,-29.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,2003,0.0,2002,0.0,0.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,2004,0.0,2003,0.0,-6.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,BOSSONS,355,2,2005,0.0,2004,0.0,-27.0,,0.0,0.0,,,,,WRS,,data obtained from WGMS based on LGGE Grenoble
FR,MER DE GLACE,353,1,1575,1.0,1570,0.0,195.0,,150.0,150.0,,,,,WRS,,
FR,MER DE GLACE,353,1,1580,0.0,1575,1.0,36.0,,130.0,130.0,,,,,WRS,,
FR,MER DE GLACE,353,1,1591,0.0,1580,0.0,103.0,,161.0,161.0,,,,,WRS,,
FR,MER DE GLACE,353,1,1601,0.0,1591,0.0,725.0,,50.0,50.0,,,,,WRS,,
FR,MER DE GLACE,353,1,1605,0.0,1601,0.0,30.0,,50.0,50.0,,,,,WRS,,
FR,MER DE GLACE,353,1,1610,0.0,1605,0.0,36.0,,50.0,50.0,,,,,WRS,,
FR,MER DE GLACE,353,1,1616,0.0,1610,0.0,-41.0,,50.0,50.0,,,,,WRS,,
FR,MER DE GLACE,353,1,1622,0.0,1616,0.0,-261.0,,100.0,100.0,,,,,WRS,,
FR,MER DE GLACE,353,1,1625,0.0,1622,0.0,0.0,,100.0,100.0,,,,,WRS,,
FR,MER DE GLACE,353,1,1641,0.0,1625,0.0,163.0,,50.0,100.0,,,,,WRS,,
FR,MER DE GLACE,353,1,1642,0.0,1641,0.0,100.0,,25.0,50.0,,,,,WRS,,
FR,MER DE GLACE,353,1,1643,0.0,1642,0.0,100.0,,17.0,75.0,,,,,WRS,,
FR,MER DE GLACE,353,1,1644,0.0,1643,0.0,2.0,,15.0,77.0,,,,MPE,WRS,,
FR,MER DE GLACE,353,1,1660,0.0,1644,0.0,-327.0,,100.0,100.0,,,,,WRS,,
FR,MER DE GLACE,353,1,1664,0.0,1660,0.0,250.0,,77.0,100.0,,,,,WRS,,
FR,MER DE GLACE,353,1,1669,0.0,1664,0.0,-50.0,,100.0,100.0,,,,,WRS,,
FR,MER DE GLACE,353,1,1685,0.0,1669,0.0,77.0,,50.0,50.0,,,,,WRS,,
FR,MER DE GLACE,353,1,1690,0.0,1685,0.0,-60.0,,50.0,50.0,,,,,WRS,,
FR,MER DE GLACE,353,1,1697,0.0,1690,0.0,-490.0,,50.0,50.0,,,,,WRS,,
FR,MER DE GLACE,353,1,1707,3.0,1697,0.0,-127.0,,100.0,100.0,,,,,WRS,,
FR,MER DE GLACE,353,1,1716,0.0,1707,3.0,600.0,,75.0,75.0,,,,,WRS,,
FR,MER DE GLACE,353,1,1720,0.0,1716,0.0,50.0,,75.0,75.0,,,,MME,WRS,,
FR,MER DE GLACE,353,1,1723,3.0,1720,0.0,-90.0,,100.0,100.0,,,,,WRS,,
FR,MER DE GLACE,353,1,1725,0.0,1723,3.0,40.0,,75.0,75.0,,,,,WRS,,
FR,MER DE GLACE,353,1,1730,0.0,1725,0.0,-23.0,,20.0,30.0,,,,,MAP,,
